network_name	network_size	batch_size	latent_features	beta	learning_rate	weight_decay	patience	training_runs	training_time	train_loss	eval_loss	test_loss	training_beta_kl_loss	training_recon_loss
VAE_e30_lf64_b0.01_hl128_lr1e-05	0	500	64	0.01	1e-05	0	0	30	[16.498990297317505, 15.892155885696411, 15.875360012054443, 15.882428169250488, 15.869351148605347, 15.860862493515015, 15.8485267162323, 15.848505735397339, 15.845103979110718, 15.851741075515747, 15.854286909103394, 15.852396249771118, 15.843554258346558, 15.861589908599854, 15.85657000541687, 15.77600622177124, 15.79397201538086, 15.767994403839111, 15.763016939163208, 15.783561706542969, 15.789013147354126, 15.750555515289307, 15.750823974609375, 15.780470848083496, 15.80137014389038, 15.854903221130371, 15.84481430053711, 15.834024667739868, 15.84188437461853, 15.8489351272583]	[101.16534936995734, 3.0300584442558742, 2.7625203189395724, 2.694932916334697, 2.647333468709673, 2.6081979466336116, 2.570285725451651, 2.5342143234752474, 2.4962246545723508, 2.4592926672526767, 2.4239544357572282, 2.38625876392637, 2.3529290564003444, 2.3189793803862164, 2.287846904425394, 2.2578582756576084, 2.22913035821347, 2.2029824874230792, 2.178283609804653, 2.155943309267362, 2.1362858677194234, 2.1157997704687572, 2.098260974954991, 2.081812720568407, 2.069800847343036, 2.055473528802395, 2.0441845382253327, 2.0334415524488403, 2.0255634649878456, 2.018369967738787]	0	0	[90.64879011025741, 0.7363871628684657, 0.6021925127577215, 0.5582559603665557, 0.5245583955021131, 0.49291148364898707, 0.4613743016407603, 0.42953184034143177, 0.3975499750425418, 0.36568257460991543, 0.3342658442312053, 0.3036199153090517, 0.2740288292989135, 0.24576486376602025, 0.2190128014467302, 0.19393686466805993, 0.17064437214728623, 0.14918908108735368, 0.1295892284473493, 0.1118311684889098, 0.09585845286381386, 0.08159468056900161, 0.0689526155391442, 0.05782912824569004, 0.048106003031578096, 0.03966701868921518, 0.03239874358266769, 0.026189288152160033, 0.020932261089217804, 0.016525813472634626]	[10.516558403770128, 2.293671279436066, 2.1603278042305085, 2.136676950823693, 2.122775068595296, 2.1152864666212174, 2.1089114369381043, 2.1046824802954993, 2.0986746762480055, 2.093610087320918, 2.0896885820797513, 2.082638846621627, 2.078900227944056, 2.0732145181724, 2.0688341032891047, 2.0639214114773843, 2.058485987995352, 2.0537934069122588, 2.0486943874330747, 2.044112142352831, 2.0404274112411906, 2.034205094334625, 2.0293083549255417, 2.0239835981102217, 2.0216948432581767, 2.0158065060774484, 2.0117857977747917, 2.0072522670740174, 2.0046312017809775, 2.001844149260294]
VAE_e30_lf64_b0.05_hl128_lr1e-05	0	500	64	0.05	1e-05	0	0	30	[16.28451681137085, 15.672566413879395, 15.64438772201538, 15.659514904022217, 15.689826250076294, 15.750253200531006, 15.714494466781616, 15.63944149017334, 15.644461393356323, 15.6337411403656, 15.642566442489624, 15.61452054977417, 15.623467206954956, 15.609957933425903, 15.599058151245117, 15.60663366317749, 15.60439944267273, 15.617947340011597, 15.65066647529602, 15.7347252368927, 15.850607872009277, 15.747377395629883, 15.743384838104248, 15.74303150177002, 15.742723226547241, 15.683202981948853, 15.647310018539429, 15.652817249298096, 15.647504091262817, 15.639547348022461]	[212.40953476939882, 6.5218012645131065, 5.09823445620991, 4.750170737504959, 4.525796765372867, 4.333435543945858, 4.152037862510908, 3.974269911646843, 3.8057647971879867, 3.6421177756218683, 3.482297345995903, 3.332299896648952, 3.1900675020047595, 3.056798675230571, 2.93245262333325, 2.8197516167447683, 2.71641973725387, 2.6202831112203144, 2.535195115776289, 2.4566948995703743, 2.3878342431216013, 2.3273757760013853, 2.27352751152856, 2.226871274766468, 2.185943376450312, 2.15265348979405, 2.1232965049289523, 2.0981885563759577, 2.0774606725289706, 2.060381923403059]	0	0	[202.20280176968802, 4.221605807542801, 2.929495638325101, 2.6080552829163417, 2.3975263390512693, 2.2137594212378775, 2.038833589071319, 1.8692012468264216, 1.7044970797640937, 1.5454376776303564, 1.3930539857773554, 1.2482961182083403, 1.11191597776044, 0.9844779100801263, 0.866352209023067, 0.757698617875576, 0.658540212593618, 0.5687165207983482, 0.4879616264786039, 0.4159019938004868, 0.3521123688135828, 0.29609843130622593, 0.24733952011558272, 0.20529175288088264, 0.16938518180644938, 0.13902886340483314, 0.11362323564078126, 0.0925685416330539, 0.07527046009809488, 0.06115769224596165]	[10.206732011976696, 2.300195452003252, 2.1687388164656505, 2.142115443235352, 2.128270414968332, 2.1196761280298233, 2.113204275923116, 2.1050686687231064, 2.101267717423893, 2.0966800912505104, 2.089243359863758, 2.084003777376243, 2.078151517680713, 2.0723207699401036, 2.066100409343129, 2.062052987870716, 2.0578795128635, 2.0515665841244517, 2.047233492490791, 2.040792905503795, 2.035721878565493, 2.0312773525005294, 2.026187994650432, 2.0215795199785913, 2.0165581972826097, 2.01362463441633, 2.0096732690220787, 2.0056200133902684, 2.0021902124087014, 1.999224230647087]
VAE_e30_lf64_b0.1_hl128_lr1e-05	0	500	64	0.1	1e-05	0	0	30	[16.379847288131714, 15.750093460083008, 15.721624851226807, 15.710324048995972, 15.683424472808838, 15.726481676101685, 15.717830896377563, 15.716994524002075, 15.710745811462402, 15.698840856552124, 15.725719451904297, 15.71230959892273, 15.710193395614624, 15.717118501663208, 15.704225540161133, 15.712660551071167, 15.697831630706787, 15.679038286209106, 15.689632415771484, 15.694837808609009, 15.685415983200073, 15.705429315567017, 15.702104330062866, 15.712936162948608, 15.713855266571045, 15.710816383361816, 15.709033727645874, 15.712157964706421, 15.71207046508789, 15.710656881332397]	[217.88247840177445, 8.877929327033815, 7.938911764394669, 7.444032679001491, 7.020362885225387, 6.621148757991337, 6.233900608051391, 5.853469516549792, 5.492955603769848, 5.142390315021787, 4.81093522480556, 4.5034837772448855, 4.2095867693424225, 3.940782850696927, 3.694519580829711, 3.467906570860318, 3.261884807830765, 3.0779267570802142, 2.9121139901024953, 2.76508296529452, 2.6353492623283747, 2.5211938747337888, 2.423147386028653, 2.338820602212633, 2.2659981023697626, 2.206968509015583, 2.157161355728195, 2.116601190751507, 2.083150030601592, 2.0584598183631897]	0	0	[207.63489811477206, 6.555236580825987, 5.757586025056385, 5.298052077492078, 4.891523131302425, 4.500719356394949, 4.119331274004209, 3.748405268504506, 3.3905555407206216, 3.048291041027932, 2.723726170048827, 2.4186188003846576, 2.134086193428153, 1.8707769303804351, 1.6289348705183893, 1.4084218463727407, 1.2088045731541657, 1.0293970253495943, 0.8693340308964252, 0.7276278929341407, 0.6031686386891774, 0.4947956357860849, 0.40131293334776447, 0.32148891855918227, 0.2540985850085105, 0.19790427533111402, 0.15167261243221306, 0.11425012935485158, 0.08468849087754886, 0.06223158141420711]	[10.24757968598888, 2.322692733435404, 2.1813257265658605, 2.1459806022189913, 2.1288397514394353, 2.12042939911286, 2.1145693354663395, 2.10506424449739, 2.102400079369545, 2.0940992828635943, 2.087209036662465, 2.08486498324644, 2.0755005844292187, 2.070005919252123, 2.0655847113756907, 2.059484719875313, 2.053080242304575, 2.04852973173062, 2.0427799533520425, 2.0374550588783764, 2.0321806140598797, 2.0263982425842966, 2.0218344603975615, 2.0173316949180196, 2.0118995209534964, 2.0090642323096595, 2.0054887469325746, 2.0023510605096817, 1.9984615420301755, 1.9962282347537221]
VAE_e30_lf64_b0.5_hl128_lr1e-05	0	500	64	0.5	1e-05	0	0	30	[16.26516604423523, 15.667743921279907, 15.664135932922363, 15.665840148925781, 15.692796468734741, 15.617231607437134, 15.62338137626648, 15.609283447265625, 15.616547584533691, 15.58216905593872, 15.618668794631958, 15.609763622283936, 15.612508535385132, 15.623839616775513, 15.615225076675415, 15.614516973495483, 15.606554508209229, 15.606192827224731, 15.61267638206482, 15.617092370986938, 15.600312948226929, 15.61641240119934, 15.615047693252563, 15.622532844543457, 15.605706453323364, 15.606462717056274, 15.617093563079834, 15.61104702949524, 15.584635496139526, 15.613756895065308]	[980.2550759542556, 40.6350838967732, 33.073576223282586, 30.096763707342603, 27.643672517367772, 25.36070980912163, 23.178611800784157, 21.095764128934768, 19.118861099084217, 17.25278903472991, 15.506076554457346, 13.883738926478795, 12.389868001143137, 11.021700518471855, 9.777531009344827, 8.65952261856624, 7.657396215768087, 6.7663968205451965, 5.984270603883834, 5.301979653892063, 4.7112459143002825, 4.201929744510424, 3.7720481079249155, 3.4085266455298378, 3.1059331730717705, 2.8575760289317085, 2.6554112952379954, 2.4926807695911046, 2.3644043732257116, 2.26491112723237]	0	0	[970.1746232736679, 38.36195100489117, 30.9177379381089, 27.962043103717622, 25.52086151213873, 23.241915941238403, 21.068129289717902, 18.991505086421967, 17.019392901942844, 15.159101083165123, 13.418320408889226, 11.801447204181127, 10.311318281151, 8.948241113197236, 7.710895397833416, 6.596471008800325, 5.600301458722069, 4.717013696119899, 3.940035390711966, 3.262383711479959, 2.676417174083846, 2.174310732100691, 1.7481046964724858, 1.3899531059321903, 1.0922107799422174, 0.847519598723877, 0.6489549220672676, 0.48997939307065236, 0.3646714487778289, 0.2676179300816286]	[10.080449402332306, 2.2731329394238338, 2.155838376709393, 2.134720593690872, 2.122811011260464, 2.1187938820748102, 2.11048244401103, 2.1042590900546028, 2.0994681613076303, 2.0936879998161677, 2.0877561906263944, 2.0822916971076104, 2.0785497203469276, 2.0734594333029928, 2.066635620381151, 2.063051623247919, 2.0570947527885437, 2.0493831152007695, 2.044235205366498, 2.039595934961523, 2.0348287366685414, 2.0276190060235204, 2.0239434132263776, 2.01857353746891, 2.013722389936447, 2.0100564300304367, 2.006456373702912, 2.0027013772300313, 1.9997329321645556, 1.997293199811663]
VAE_e30_lf64_b1.0_hl128_lr1e-05	0	500	64	1.0	1e-05	0	0	30	[16.341444492340088, 15.727243423461914, 15.712177276611328, 15.701657772064209, 15.714394092559814, 15.699038982391357, 15.712933540344238, 15.700047969818115, 15.69190788269043, 15.6882905960083, 15.690571546554565, 15.695616722106934, 15.705029964447021, 15.69690728187561, 15.694742918014526, 15.690876960754395, 15.671025276184082, 15.687134981155396, 15.779009819030762, 15.674325227737427, 15.675981521606445, 15.685165882110596, 15.68251371383667, 15.696542739868164, 15.675827503204346, 15.682806730270386, 15.689749002456665, 15.685123682022095, 15.693601369857788, 15.683397769927979]	[7044.628200621832, 270.7887080510457, 78.23014480727059, 56.539094652448384, 51.11529889560881, 47.26397919654846, 43.80393249647958, 40.506582981064206, 37.31439856688181, 34.206561718668254, 31.209333862577164, 28.33914570013682, 25.610773398762657, 23.03776538939703, 20.63064867258072, 18.4005661152658, 16.34669883762087, 14.469391573043097, 12.764308671156565, 11.231103766532172, 9.857740991172337, 8.645080539442244, 7.577409168084462, 6.637859798613048, 5.834161669015884, 5.150374474979582, 4.5770662015392665, 4.103302675343695, 3.7144413682676496, 3.402633018436886]	0	0	[7034.328442346482, 268.47091404596966, 76.06209165709359, 54.400255191893805, 48.992915391922, 45.15102066312517, 41.697758634885155, 38.40765099298386, 35.22004315966652, 32.117899434907095, 29.12531734648205, 26.261241708483016, 23.538955597650435, 20.97050368218195, 18.568568360237848, 16.341349720954895, 14.292572353567396, 12.421564300855001, 10.722118709768568, 9.193090614818392, 7.824628016778401, 6.617099357502801, 5.553239706726301, 4.618287270267804, 3.8192515600295294, 3.139419206551143, 2.5696183826242174, 2.098693592562562, 1.7141282530057997, 1.4034861565700598]	[10.299712786362285, 2.317794288198153, 2.1680532559042884, 2.1388394002403532, 2.12238348310902, 2.1129585238439694, 2.106173886429696, 2.098932011496453, 2.0943554916552136, 2.0886623203044845, 2.0840165022583235, 2.077903938435373, 2.0718177759221623, 2.067261703312397, 2.062080293184235, 2.0592164081476985, 2.0541265205967996, 2.047827272897675, 2.0421899581948915, 2.0380131520685696, 2.033112985037622, 2.0279811539110684, 2.024169451424054, 2.0195725361506143, 2.014910106148039, 2.0109552780077573, 2.0074478235273134, 2.0046090827811334, 2.000313114197481, 1.9991468503361656]
VAE_e30_lf64_b5.0_hl128_lr1e-05	0	500	64	5.0	1e-05	0	0	30	[16.298768043518066, 15.652286529541016, 15.624053001403809, 15.625879764556885, 15.611961126327515, 15.592000246047974, 15.614917516708374, 15.61078953742981, 15.622650623321533, 15.609750747680664, 15.624248743057251, 15.6140456199646, 15.617455959320068, 15.622569799423218, 15.618070602416992, 15.612615585327148, 15.608596324920654, 15.611953020095825, 15.612926959991455, 15.614309072494507, 15.645889282226562, 15.624637603759766, 15.606009483337402, 15.609363794326782, 15.608008623123169, 15.604743480682373, 15.601765632629395, 15.61821174621582, 15.59676194190979, 15.621159076690674]	[8161.416449592227, 298.0866192863101, 264.1813100179036, 244.25235058012464, 226.23956362406412, 208.68305283501036, 191.43879831404914, 174.6088181904384, 158.356913680122, 142.81784652528307, 128.10318045389084, 114.2982634816851, 101.44494928632464, 89.57510441825504, 78.68890630631219, 68.7737991469247, 59.800017969948904, 51.72772190684364, 44.50823092460632, 38.088262955347695, 32.41548048314594, 27.430221029690333, 23.078116961887904, 19.30781933239528, 16.06942873057865, 13.318386702310471, 11.002427243051075, 9.116021563609442, 7.554083624056408, 6.221030086278915]	0	0	[8151.401847566877, 295.7953211012341, 262.0135408129011, 242.1088391258603, 224.10796678633918, 206.56143379211426, 189.32425589788528, 172.49870799836657, 156.25157892136346, 140.7185604231698, 126.01079062053135, 112.20840724309285, 99.36145466849918, 87.4966652393341, 76.61691608883086, 66.70803393636432, 57.739723489398045, 49.67247464543297, 42.458244380496794, 36.044210729144865, 30.375069697697956, 25.395015143212817, 21.04851566042219, 17.282929616315023, 14.0486931233179, 11.302409853254046, 8.992193451949529, 7.1091228638376505, 5.5501655879474825, 4.220777444186664]	[10.014623468830472, 2.291298594503176, 2.1677687572581426, 2.143511191010475, 2.131597261698473, 2.121618809089774, 2.1145422018709636, 2.110109911433288, 2.1053345206947554, 2.0992862280635607, 2.0923898227158046, 2.089856327644416, 2.0834945493510793, 2.0784392108519874, 2.071990301921254, 2.0657650991564704, 2.060294558249769, 2.0552472830528306, 2.049986611519541, 2.0440522442970956, 2.0404106619812192, 2.0352058694476174, 2.029601280887922, 2.024889692309357, 2.0207356171948567, 2.015976828833421, 2.0102337829413868, 2.006898718930426, 2.0039180396568206, 2.000252636060828]
VAE_e30_lf64_b10.0_hl128_lr1e-05	0	500	64	10.0	1e-05	0	0	30	[16.25160002708435, 15.656494617462158, 15.68058180809021, 15.63044285774231, 15.61024522781372, 15.606870174407959, 15.620494365692139, 15.606088876724243, 15.614636898040771, 15.607731819152832, 15.613297939300537, 15.608755350112915, 15.58284878730774, 15.606530666351318, 15.611374139785767, 15.58821702003479, 15.599913835525513, 15.605037450790405, 15.598629474639893, 15.58938455581665, 15.586743593215942, 15.598116636276245, 15.599551439285278, 15.599709033966064, 15.67379903793335, 15.73741626739502, 15.751071453094482, 15.726765871047974, 15.731602430343628, 15.734381675720215]	[149268.8553655715, 1489.8699985685803, 623.5286051432291, 551.3219470977783, 514.9126403445289, 484.67219280061266, 455.6030336107527, 426.60843831016905, 397.501099722726, 368.4231314886184, 339.6016015552339, 311.3025419598534, 283.7939830961682, 257.3129696164812, 232.08035046713692, 208.267578125, 186.00830532255628, 165.38911715007964, 146.45755672454834, 129.21595870880853, 113.64463149933587, 99.68614276250203, 87.26367941356841, 76.28421472367786, 66.63944357917423, 58.215278080531526, 50.89402364549183, 44.56151001793997, 39.09874985331581, 34.40493985584804]	0	0	[149258.32968793597, 1487.546406337193, 621.3513458796909, 549.1777363731748, 512.7843721480597, 482.5553185599191, 453.49079440888903, 424.5017599378313, 395.4010903494699, 366.3286815824963, 337.51263114384244, 309.21918115161714, 281.7145604179019, 255.2402429126558, 230.01225480579194, 206.20502194904145, 183.9509205591111, 163.33609944298155, 144.40969106129236, 127.17399036316644, 111.6071283249628, 97.65367137818109, 85.23688681920369, 74.26169692902337, 64.62113169261387, 56.20144848596482, 48.88487143743606, 42.554377669379825, 37.09588808105106, 32.40455222697485]	[10.524799053867659, 2.3235907838458107, 2.1772601916676475, 2.144210711121559, 2.128268253945169, 2.1168745699382963, 2.1122392660805156, 2.1066789478063583, 2.1000102598752295, 2.094450749102093, 2.0889706093640554, 2.083361148479439, 2.079422216685045, 2.072726996881621, 2.0680954527287256, 2.062556031204405, 2.0573847297401655, 2.053017560215223, 2.0478659006101743, 2.0419683878620467, 2.0375032935823714, 2.032471333231245, 2.026792566691126, 2.022517846808547, 2.018311824117388, 2.013829495935213, 2.0091522307623, 2.0071323517532575, 2.002861675761995, 2.0003875752999667]
VAE_e30_lf64_b50.0_hl128_lr1e-05	0	500	64	50.0	1e-05	0	0	30	[16.36405110359192, 15.745439052581787, 15.7329580783844, 15.730628490447998, 15.7240571975708, 15.704881191253662, 15.742850542068481, 15.862131834030151, 15.873559713363647, 15.859022378921509, 15.870384454727173, 15.863224744796753, 15.873385667800903, 15.858030796051025, 15.860243320465088, 15.91246223449707, 15.916091203689575, 15.851350545883179, 15.845042705535889, 15.85711121559143, 15.84376072883606, 15.835426807403564, 15.85300350189209, 15.84339714050293, 15.83467173576355, 15.825775384902954, 15.842972993850708, 15.856098175048828, 15.845357418060303, 15.849693059921265]	[461637.258085705, 5638.036810738699, 3481.7025313604445, 3125.9402284168063, 2922.0420277913413, 2741.881629580543, 2565.606511797224, 2388.8846802484422, 2211.7368690854028, 2035.2401246570405, 1860.9352762131464, 1690.586694626581, 1525.8479730515253, 1368.1248526800246, 1218.581864674886, 1078.1512972513835, 947.4873008728027, 826.9870136805943, 716.8299569629487, 616.985946291969, 527.2545860835484, 447.3050819578625, 376.7014923095703, 314.9334702718826, 261.43030934106736, 215.5851537159511, 176.77529468990508, 144.36095855349586, 117.70502964655559, 96.16097018832252]	0	0	[461626.979015532, 5635.7367764427545, 3479.53152683803, 3123.7947939918154, 2919.914303734189, 2739.760533287412, 2563.490308125814, 2386.7759137834823, 2209.633779616583, 2033.1421243576776, 1858.8403818039667, 1688.4990187145415, 1523.764889671689, 1366.0469215029761, 1216.509133293515, 1076.0847224280947, 945.4255220322382, 824.9321714128766, 714.7787675403413, 614.9393543061756, 525.2119354974656, 445.268371400379, 374.67021052042645, 312.90695290338425, 259.4086201985677, 213.56734462011428, 174.76182233719598, 142.3519915853228, 115.69970155897595, 94.1597930136181]	[10.278714789521127, 2.3000343449058986, 2.1710033281928016, 2.1454354662980353, 2.127724151171389, 2.121098460540885, 2.1162086835219744, 2.1087666196482524, 2.103093975356647, 2.0980039505021915, 2.094893617289407, 2.087675306059065, 2.0830836374135244, 2.0779301864760265, 2.0727306430538497, 2.0665748534458026, 2.061779274826958, 2.0548424632066773, 2.0511892296019054, 2.0465921564471152, 2.0426505094482783, 2.0367107040115764, 2.0312824203144935, 2.026516989583061, 2.021688861506326, 2.0178085973575, 2.013472353773458, 2.0089670529677752, 2.005328208208084, 2.0011770916836604]
VAE_e30_lf32_b0.01_hl128_lr1e-05	0	500	32	0.01	1e-05	0	0	30	[14.572202920913696, 13.962083339691162, 13.960165977478027, 13.948346614837646, 13.943295240402222, 13.944172143936157, 13.931715726852417, 13.944442510604858, 13.948497772216797, 13.927158117294312, 13.9280686378479, 13.921689748764038, 13.919371366500854, 13.93000841140747, 13.896249294281006, 13.929171562194824, 13.87583065032959, 13.863631963729858, 13.908569574356079, 13.910923480987549, 13.922622203826904, 13.817593336105347, 13.820767879486084, 13.818071603775024, 13.827790021896362, 13.831445932388306, 13.811039686203003, 13.81197476387024, 13.80497694015503, 13.81807541847229]	[81.78915719758896, 8.144106142577671, 3.402242340502285, 2.973483914420718, 2.8358765109663917, 2.761016840736071, 2.7066200957411812, 2.657973819545337, 2.6129342239527475, 2.5730419144743966, 2.5332472310179757, 2.494671335532552, 2.4572313953013647, 2.4229628152790523, 2.386824463804563, 2.3518392649434863, 2.3207252742279145, 2.290083313272113, 2.2604363092354367, 2.232062814491136, 2.205157288483211, 2.1797493951661244, 2.1591545329207467, 2.137957852511179, 2.1172457433172633, 2.100349071479979, 2.08512445574715, 2.0712974341142747, 2.058545046973796, 2.0474942507488385]	0	0	[67.6912378129505, 2.720046119498355, 0.9048674072892893, 0.635787684913902, 0.5566930353109326, 0.5121087757427067, 0.47673889834965977, 0.4450045982819228, 0.4151460388231845, 0.3865309077359381, 0.35903798114685787, 0.33269961847968044, 0.3074137263354801, 0.2832021199698959, 0.26013512235312236, 0.23821198727403367, 0.21755944733463584, 0.19805260237661146, 0.17983023973093146, 0.1627760981209576, 0.14694505566287608, 0.1322890662011646, 0.11871008144780285, 0.10613499304634474, 0.09465782169163936, 0.08395372145986628, 0.07419693831443078, 0.06529389093408272, 0.05704602533729658, 0.04966420033902284]	[14.097919963655018, 5.424060042415347, 2.4973749291329157, 2.337696224451065, 2.279183470777103, 2.2489080684525624, 2.2298811979237056, 2.2129692194007693, 2.197788178920746, 2.1865110035453523, 2.174209249161539, 2.161971715944154, 2.149817663644041, 2.1397606996553287, 2.1266893350652287, 2.113627283700875, 2.103165826981976, 2.0920307153747197, 2.08060607172194, 2.0692867154166814, 2.0582122416013764, 2.047460332158066, 2.0404444556860697, 2.0318228637888316, 2.022587924486115, 2.01639535207124, 2.010927525304613, 2.006003544798919, 2.001499029142516, 1.9978300435912042]
VAE_e30_lf32_b0.05_hl128_lr1e-05	0	500	32	0.05	1e-05	0	0	30	[14.540326833724976, 13.951952695846558, 13.950883150100708, 14.01671576499939, 13.919536352157593, 13.930023431777954, 13.92108416557312, 13.945087909698486, 13.926027059555054, 13.956041097640991, 13.937130689620972, 13.929460763931274, 13.930413722991943, 13.918296575546265, 13.922060489654541, 13.921542882919312, 13.921760082244873, 13.918323993682861, 13.924442768096924, 13.918401002883911, 13.934789657592773, 13.919620990753174, 13.928260326385498, 13.90718388557434, 13.905962944030762, 13.882451057434082, 13.922537803649902, 13.916140079498291, 13.915297985076904, 13.925697088241577]	[92.32869291305542, 8.995965628396897, 5.561302660476594, 5.169904290210633, 4.93330346260752, 4.739425525778816, 4.5535288254419966, 4.382955585916837, 4.20825913974217, 4.044106090352649, 3.8877025835570835, 3.740054563397453, 3.5956594347953796, 3.45639614548002, 3.3273749301830926, 3.2041579527514323, 3.089571495850881, 2.982422493752979, 2.880242075238909, 2.7874420448428108, 2.7001787161543254, 2.62044168086279, 2.547214360464187, 2.478700334117526, 2.416247410433633, 2.3605729923361825, 2.3101972618273328, 2.2647977698416937, 2.2252225499777567, 2.188558818328948]	0	0	[78.34069828263351, 3.714317025882857, 3.1284393802994774, 2.8770443435226167, 2.683532263906229, 2.5076746113953137, 2.339643722133977, 2.176880329847336, 2.0195048103729882, 1.867322170308658, 1.7213341682439758, 1.5819433551459086, 1.449373339258489, 1.3230693427224953, 1.204301805013702, 1.0925919936881179, 0.9878357469680763, 0.8900632350927308, 0.7991175906998771, 0.7148466019758156, 0.6367382127791643, 0.5650987752846309, 0.49969863270719844, 0.4400139277180036, 0.3854095826723746, 0.33592758593814714, 0.29102570692165974, 0.25114269975927617, 0.2160529119539119, 0.18389908712179887]	[13.987995607512337, 5.281648604642777, 2.4328632787579583, 2.2928599417209625, 2.2497711947986057, 2.2317509133191336, 2.213885096567018, 2.2060752730993998, 2.1887543158871785, 2.1767839186248326, 2.1663684135391597, 2.1581112132185982, 2.1462860937629427, 2.133326796903497, 2.123073127652918, 2.1115659677556584, 2.1017357362877753, 2.092359246952193, 2.081124474959714, 2.072595437722547, 2.063440488207908, 2.055342900965895, 2.0475157211933817, 2.03868640852826, 2.030837833171799, 2.0246454101233256, 2.0191715622232076, 2.0136550806817555, 2.0091696367377327, 2.0046597296992936]
VAE_e30_lf32_b0.1_hl128_lr1e-05	0	500	32	0.1	1e-05	0	0	30	[14.549664497375488, 13.854015827178955, 13.854016065597534, 13.865206241607666, 13.857953310012817, 13.864991188049316, 13.864733934402466, 13.872524738311768, 13.854768753051758, 13.863978147506714, 13.844227313995361, 13.845242023468018, 13.84015154838562, 13.849378108978271, 13.824699401855469, 13.853959798812866, 13.850314617156982, 13.860981225967407, 13.846704959869385, 13.845922470092773, 13.843883275985718, 13.84259033203125, 13.83306074142456, 13.890381336212158, 13.761542081832886, 13.819630861282349, 13.826417207717896, 13.823100328445435, 13.816840648651123, 13.819361686706543]	[64.48371578398205, 11.491922318935394, 8.405816699777331, 7.83330770333608, 7.383419166008632, 6.988373824528286, 6.6166941069421314, 6.266146708102453, 5.935845824934187, 5.625312500056767, 5.325237250044232, 5.043750152701423, 4.778357179391952, 4.526489037842977, 4.293813921156383, 4.073103375378109, 3.8674436779249284, 3.6763631126710345, 3.499067458368483, 3.3313977611916408, 3.179879229693186, 3.0382696248236156, 2.90913282760552, 2.7893899459214437, 2.6825526165110722, 2.5833976013319835, 2.495868897154218, 2.41724839593683, 2.349440034656298, 2.293550064875966]	0	0	[50.68184927957399, 6.366195091179439, 5.86980550629752, 5.461265409276599, 5.081224953134854, 4.719420125087102, 4.373274642796743, 4.042487485068185, 3.727335294087728, 3.4278852478379296, 3.1442441734529676, 2.8762312794015523, 2.6237810633721805, 2.3866335412576083, 2.16443787053937, 1.956821852496692, 1.7633237508790833, 1.5833916440606117, 1.4164552362192244, 1.2619205388639654, 1.1192233702611356, 0.9878523670846507, 0.8670896946319512, 0.7565692228575548, 0.6559132822744903, 0.5646422753731409, 0.4821972864724341, 0.4088108687705937, 0.34459586024639155, 0.2930128900334239]	[13.801866755599068, 5.125727215693111, 2.5360111736115956, 2.3720422841253734, 2.302194220679147, 2.268953719309398, 2.2434194627262296, 2.2236592244534266, 2.208510535103934, 2.1974272557667325, 2.180993084396635, 2.1675188811052415, 2.1545761298565638, 2.1398554919731048, 2.129376042102064, 2.116281526784102, 2.1041199288197925, 2.0929714778349515, 2.0826122278258916, 2.0694772278269133, 2.060655858899866, 2.0504172486918315, 2.042043124281225, 2.0328207161454928, 2.026639323858988, 2.0187553202822093, 2.013671614939258, 2.008437531335013, 2.004844181949184, 2.0005371765721414]
